review_text,star_rating,date,app_version,sentiment,primary_theme,secondary_theme,summary
"CRM has seriously declined over time. CRM team doesn’t care about customers. The only goal is to close tickets as quickly as possible with least effort/refund value. In my last order, they didn’t even understand how to properly evaluate refunds. The refund value was incorrect and felt completely unfair, and there was no real compensation for a clearly bad experience. Compared to even basic restaurant-level customer service, this is embarrassingly bad. After 5 years, had to delete my account.",1,2026-04-15,10.44.1,Negative,Delivery Speed,,User frustrated with slow delivery times
poor customer support. Received a wrong order and I got the same message 5 times from their support that they cant reach the KFC for 24 hours and they cant do anything. no idea how they cant reach KFC to report the item. I didnt get a refund for the item nor did I get the item delivered at the end.,1,2026-04-15,13.48.2,Negative,Delivery Speed,General Praise,User frustrated with slow delivery times
the most poor shaming app you'll ever see god forbid if you pay with chsh what the heck do they mean with cash order fee with all the other unnecessary fees they got one if the worst food apps im existence,1,2026-04-15,13.10.0,Negative,App UX / Navigation,Pricing / Promotions,"User dissatisfied, mentions app ux / navigation"
Card Payment service is a disaster,1,2026-04-15,13.48.2,Negative,Customer Support,,User unhappy with unresponsive customer support
"Rubbish app, rubbish service.",1,2026-04-15,13.48.2,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
انتم الافضل واللي دايما بوصي منهم,5,2026-04-14,13.48.2,Positive,Other,,User satisfied with the service
good at freshness always.,5,2026-04-14,13.34.0,Positive,General Praise,App UX / Navigation,User highly satisfied with overall app experience
"So far usually a very satisfying experience, thanks",5,2026-04-14,13.48.2,Positive,General Praise,,User highly satisfied with overall app experience
Finger Sushi is very delicious,5,2026-04-14,13.48.2,Positive,Other,,User satisfied with the service
all good 😊👍,5,2026-04-14,13.48.2,Positive,General Praise,,User highly satisfied with overall app experience
overall good service,5,2026-04-14,13.48.2,Positive,Customer Support,,User satisfied with the service
app is lagged when Adding credit card,1,2026-04-14,13.48.2,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"The points system feels less useful now compared to before. The discounts are small and only apply to selected restaurants, which limits their value. Also, removing grocery vouchers has made the points system even less rewarding. I hope you consider bringing back more flexible rewards, especially for everyday essentials like groceries, so the program feels worthwhile again.",2,2026-04-14,13.47.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
it would be the best if you were sooooo hungry and they come in clutch and I love Malabar,5,2026-04-14,13.49.0,Positive,General Praise,,User highly satisfied with overall app experience
"Worst customer support service ever, Noon or even Keta is 10 times better.",1,2026-04-14,13.48.2,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
عادى يعنى برنامج توصيل زى اى برنامج,3,2026-04-14,13.48.2,Neutral,Other,Pricing / Promotions,User left general feedback without strong sentiment
سهولة باستخدام التطبيق,4,2026-04-14,13.48.2,Positive,Other,,User satisfied with the service
best over all,5,2026-04-14,13.48.2,Positive,General Praise,,User highly satisfied with overall app experience
talabat is very good,5,2026-04-14,13.49.0,Positive,General Praise,,User highly satisfied with overall app experience
سيء اي كوبون بيفرض عليك تضيف حجات زيادة,1,2026-04-14,13.48.2,Negative,Other,,"User dissatisfied, mentions other"
You are adding prices to the items the original price is shipper from the restaurant,1,2026-04-14,13.48.2,Negative,Order Accuracy,,User received wrong or missing items in order
I love this app,5,2026-04-13,13.48.2,Positive,App UX / Navigation,,User satisfied with the service
issues more promotion discount,5,2026-04-13,13.45.1,Positive,Pricing / Promotions,Delivery ETA Accuracy,User satisfied with the service
اليوم للاسف تجربة سيئة جدا مع طلبات وتعامل غير مهني من الكول سنتر لان لازم يرجعلي مبلغ لان المتجر ما ارسلو كامل الطلب وموضح بالفاتورة الصادرة منهم لكن الرد كان ناسف لا نستطيع ان نرد لك اي مبلغ!!! على اي اساس تاخذون مني المال لشئ لم اشتريه شئ لايليق بسمعة طلبات ابدا,1,2026-04-13,13.48.2,Negative,Other,,"User dissatisfied, mentions other"
no offers and over charging,2,2026-04-13,13.48.2,Negative,Pricing / Promotions,,User dissatisfied with pricing or promo codes not working
ليه رسوم توصيل ورسوم خدمة كتير,3,2026-04-13,13.48.2,Negative,Other,,"User dissatisfied, mentions other"
"Ordered through Talabat and the order never arrived. The restaurant never contacted me and never answered calls. I contacted Talabat support over 10 times for 20+ days, and every time they said the restaurant would call within 15–40 minutes, which never happened. Even escalation to a manager did nothing. Extremely frustrating and unprofessional. Lost trust completely. Canceling Pro and switching apps.",1,2026-04-13,13.48.2,Negative,Delivery ETA Accuracy,App UX / Navigation,User reports delivery arrived much later than estimated
مندوب سرق الاورد علي الرغم من دفع مبلغ توصيل سريع و مفيش خدمة عملاءفورية ترد,1,2026-04-13,,Negative,Other,,"User dissatisfied, mentions other"
حقيقي فوق الخيال 😍😍 بيساعدني في كل حاجة,5,2026-04-13,13.48.2,Positive,Other,Customer Support,User satisfied with the service
Wat thes talabat don't open,1,2026-04-13,13.48.2,Negative,Other,App UX / Navigation,"User dissatisfied, mentions other"
"Dunkin doesnt deliver to Garden City, Al Manyal and Sayeda Zeinab👎👎👎",1,2026-04-13,,Negative,Other,,"User dissatisfied, mentions other"
always have offer,5,2026-04-13,13.48.2,Positive,Pricing / Promotions,,User satisfied with the service
This is the worst food delivery app in the UAE. The subscription is useless and offers no real benefits. Customer support never solves issues — just repeats “we’ll document it” with no action. You end up wasting time and getting frustrated. It’s better to order direct from restaurants prices are cheaper and problems actually get fixed unlike this app nothing gets solved,1,2026-04-13,13.48.2,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
خدمة عملاء سيئة لا تعطيك الصافي فقط مراوغة بالكلام ..الغاء طلبات بدون مبرر ..واعادة المبلغ لحسابك اخر أولوياتهم,1,2026-04-13,,Negative,Other,,"User dissatisfied, mentions other"
Money debited without any information for pro,1,2026-04-13,13.48.2,Negative,Payment Issues,,User encountered problems with payment processing
غالي جدا من ناحية السعر المنتجات بيضيف عليها اسعار زيادة + الديلفري غالي عن العادي + الضريبه لكن سريع في التوصيل,1,2026-04-13,13.48.2,Negative,Other,,"User dissatisfied, mentions other"
السوشي تحفه وكواليتى تحفه,5,2026-04-13,13.47.0,Positive,Other,Order Accuracy,User satisfied with the service
helw bs overpriced,3,2026-04-13,13.48.2,Neutral,Pricing / Promotions,,User left mixed or neutral feedback
شوية حرامية ونصابين سواء الإدارة أو الطيارين اللي شغالين معاهم نصيحة ماحدش يدفع أونلاين ولا يحط فيزا عشان يدفع بيها هتدفع و الاوردر هايجي ناقص و محدش هايحل المشكلة دي,1,2026-04-13,13.23.0,Negative,Other,,"User dissatisfied, mentions other"
very great app.. service is amazing... keep it up,5,2026-04-13,13.48.2,Positive,App UX / Navigation,,User satisfied with the service
"Absolute disgusting scammers, they do not give you a chance to view the terms and conditions of the Spotify offer, but only after you claim the offer for 500 points.",1,2026-04-13,13.48.2,Negative,Pricing / Promotions,Customer Support,User dissatisfied with pricing or promo codes not working
wow they are a good person,5,2026-04-12,13.42.1,Positive,General Praise,,User highly satisfied with overall app experience
It's a great app. Delivery on time and recommended app. 😊,5,2026-04-12,13.48.2,Positive,Delivery ETA Accuracy,,User satisfied with the service
