review_text,star_rating,date,app_version,sentiment,primary_theme,secondary_theme,summary
ياريت يكون فيه دفع حساب عن طريق فودافون كاش,5,2026-04-22,,Positive,Other,,User satisfied with the service
"I had a very bad experience today. I placed an order at 8:30 PM, and after about half an hour, I received a call from Deliveroo informing me that the order had been cancelled. We usually use Talabat to save time, but in this case, they ended up wasting our time instead. This is really disappointing nowadays. I have experienced this three times already.",2,2026-04-22,13.51.0,Negative,Delivery Speed,,User frustrated with slow delivery times
"After contacting customer service, they apologized and told me I was eligible for a refund because the frozen items arrived thawed and the cold items arrived warm. They said the amount would be added to my wallet within 30 minutes. After a couple of hours, I contacted them again, and they said that although they were sorry, they could not process the refund due to a “suspicion of bad transactions on my account,” and that there was nothing they could do.",1,2026-04-22,13.51.0,Negative,Delivery Speed,,User frustrated with slow delivery times
Best delivery app ever!,5,2026-04-22,13.42.1,Positive,App UX / Navigation,,User satisfied with the service
حرامية بيغلو في تمن الاوردر20% زيادة عن المطعم,1,2026-04-22,13.50.0,Negative,Other,,"User dissatisfied, mentions other"
"خدمة سيئة جداً، أسعار مبالغ فيها تكاد تصل للضعف للسعر الحقيقي للأكل و فوق ذلك ياخذوا مبلغ للتوصيل، تأخير في التوصيل، و خدمة عملاء سيئة جداً قدمت شكوى مرتين و ما في أي رد وحدة منهم العامل ترك الطلب في الشارع و هرب و أخذ المشروب معه Very poor service, inflated prices sometimes double the real price and on top of that they get a delivery fee, delivery delays, and very poor customer service,filed 2 complaint and there was no response, one of them the driver left the street and ran away with my drink",1,2026-04-22,,Negative,Delivery Speed,,User frustrated with slow delivery times
The app works as intended but I can't disable notifications for advertisements only. I only want notifications for deliveries.,3,2026-04-22,13.51.0,Neutral,App UX / Navigation,Delivery Speed,User has mixed feelings about app navigation
حبايب قلبي 😂❤❤❤❤❤❤ .,5,2026-04-22,13.43.1,Positive,Other,,User satisfied with the service
The best app ever!!!,5,2026-04-22,13.51.0,Positive,App UX / Navigation,,User satisfied with the service
"Please educate your Indian and Bangladesh delivery riders. They're so rude and showing bad behavior whenever we're late in just a few minutes for taking our orders. Please teach them how to be ""kind and have patience"" for a better world. Thank you so much!",1,2026-04-22,,Neutral,Delivery Speed,Order Accuracy,User left mixed or neutral feedback
"This is the most horrible customer care experiences I've ever been through! Sometimes we receive spoiled/bad items, and we can't even file a complaint about it unless it's within a couple of hours! Their tackling policy in these situations is to 'silence' the customer with a voucher instead of resolving the problem or even reviewing these spoiled items! You have a very good application; it's too bad you're not managerially smart enough to compete with other thriving customer-oriented apps.",1,2026-04-22,,Negative,Delivery Speed,App Crashes / Bugs,User frustrated with slow delivery times
The worst delivery service. Delays and last-minute cancellations without even an apology. I deleted the app; they're not worth my time.,1,2026-04-22,8.9.0,Negative,Delivery Speed,,User frustrated with slow delivery times
"it's really amazing, the variety in groceries and shops is fabulous.. And thanks to the delivery guys , they're so sweet and respectful.. 🤍 Thank you ""talabat"" for this amazing work!",5,2026-04-22,13.50.0,Positive,Restaurant Selection,,User happy with wide variety of restaurant options
very low service,1,2026-04-21,13.51.0,Negative,Customer Support,,User unhappy with unresponsive customer support
I love talabat so much the workers are super nice the food come hot and it comes like rlly fast I really like it and the offers are the best tbh I rate it 5 stars the best app if u want to order anything⭐️⭐️,5,2026-04-21,13.50.0,Positive,Delivery Speed,,User impressed with fast delivery service
طلبات كابليكاشن للتوصيل كويس جدا و انا بتعامل معاه بقالي تقريبا اربع سنين و مواجهتش اي مشكلة . ولكن مشكلتي الآن مع خدمة العملاء. حصلت مشكلة في الدفع ، عملت بدل الشكوي أتنين قفلولي الشكوى الاولانية و التانية برده بعد فترة من غير ما نوصل لحل... كنت كل شوية اتابع معاهم على الرسايل كانوا بيردوا عليا برسالة معينة تقريبا تلات أو أربع مرات حتى مجاليش إيميل و محدش وضح لي الموضوع هيوصل لحد فين أو الاجراءات الي هتتاخد، هي فقط نفس الرسالة بتتبعتلي كل ما أسأل على اي حاجة.. حتى رقمهم مقفول مبيرنش.....,2,2026-04-21,13.50.0,Negative,Other,,"User dissatisfied, mentions other"
"EVERY TIME GOOD SERVICE,🥰, Thank you",5,2026-04-21,13.50.0,Positive,Delivery ETA Accuracy,Payment Issues,User satisfied with the service
all prices and offers are fake,1,2026-04-21,,Negative,Pricing / Promotions,Restaurant Selection,User dissatisfied with pricing or promo codes not working
"Pretty good, service, When order food they will give you a discount coupon for next time order, also a points to reduce prices special offer, but sadly that i don't like points get expired when i don't order, because you know we eat in house made food more often, i hope this can be a feedback Unlimited time no expire for points",4,2026-04-21,13.50.0,Positive,Delivery ETA Accuracy,,User satisfied with the service
Good offers 👌 and Fast delivery,5,2026-04-21,13.50.0,Positive,Delivery Speed,,User impressed with fast delivery service
very very fast orders and very cheap orders,5,2026-04-21,13.50.0,Positive,Delivery Speed,,User impressed with fast delivery service
very bad reply from customer service,1,2026-04-20,13.50.0,Negative,Customer Support,Payment Issues,User unhappy with unresponsive customer support
سرعه فى الوصل ودقه فى الاعداد,5,2026-04-20,13.50.0,Positive,Other,,User satisfied with the service
برنامج نصب في نصب وا الاوردرات بتوصل غلط ومتاخره والمطاعم الي بتتعامل معاهم بتخرج اوردرات رديئه للغايه بياخدو 40 جنيه مساعده وتوصيل ويعملوا عروض وهميه والجوده زفت انصح الناس بمقاطعه البرنامج ده وانزل اشتري حجتك بنفسك احسنلك من النصابين دول,1,2026-04-20,13.50.0,Negative,Other,Delivery ETA Accuracy,"User dissatisfied, mentions other"
fast delivery and Thankyou so much from nice application,5,2026-04-20,13.50.1,Positive,Delivery Speed,,User impressed with fast delivery service
"My best option is talabat,Fast delivery",5,2026-04-20,13.50.0,Positive,Delivery Speed,,User impressed with fast delivery service
best of the best,5,2026-04-20,,Positive,General Praise,,User highly satisfied with overall app experience
worst app ever (kwi). after I ordered groceries from the app and they sent me something rotten.I raised a complaint and followed up a few times they have the audacity to tag me as a Fraudulent customer even after being a pro member. Instead of resolving the issue and refunding or replacing the item they just close the case. Imagine paying them for Pro membership and then being Tagged as a Fraudulent customer.They treat you as a Criminal instead of accepting their own wrong doing.not worth 1 star,1,2026-04-20,13.50.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
good for me,2,2026-04-20,13.50.0,Neutral,General Praise,,User left mixed or neutral feedback
very nice ☺️,5,2026-04-20,13.50.0,Positive,Other,,User satisfied with the service
its a meance that talabat is refusing to return my money after deducting them and not delivering the items. I have raised the complaints with the customer care ( where they never cared) repeatedly. all I was left with is a response it will be credited back in 5 to 7 working days. its more than three months. and I have given up. atleast others should know. its such an harassment. Everytime they raise a ticket and state it as resolved without resolving.,1,2026-04-20,13.50.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
if you download app you can get good discount price 🙂,5,2026-04-20,,Positive,App UX / Navigation,,User satisfied with the service
offers are great with great seevice thanks,5,2026-04-20,13.50.0,Positive,Pricing / Promotions,Order Accuracy,User satisfied with the service
good service 💜,5,2026-04-20,13.50.0,Positive,Customer Support,,User satisfied with the service
the worst delivery app and customer service ever,1,2026-04-20,13.50.0,Negative,App UX / Navigation,Order Accuracy,"User dissatisfied, mentions app ux / navigation"
they always arrive on time and never mind taking the stairs to the 5th floor where I live,5,2026-04-20,13.50.0,Positive,Delivery ETA Accuracy,App UX / Navigation,User satisfied with the service
prices are high,1,2026-04-20,13.50.0,Negative,Pricing / Promotions,,User dissatisfied with pricing or promo codes not working
Best app for groceries and food delivery,5,2026-04-19,13.50.0,Positive,App UX / Navigation,,User satisfied with the service
سعر التوصيل معقول لاكن كل البرومو كود بتوع الخصم ككب ولا واحد بيرضي يشتغل 👎👎 مزودين علي السعر الحقيقي للحاجات في المطاعم غير تمن الخدمه اللي بياخدوه,1,2026-04-19,13.26.0,Negative,Other,,"User dissatisfied, mentions other"
"always having problem with the delivery, riders or orders",1,2026-04-19,13.50.0,Negative,Order Accuracy,,User received wrong or missing items in order
super cool and on time delivery,5,2026-04-19,13.48.2,Positive,Delivery ETA Accuracy,Order Accuracy,User satisfied with the service
short on items,1,2026-04-19,13.50.0,Negative,Order Accuracy,,User received wrong or missing items in order
اوردرات بتوصل غلط وبنكلم خدمة العملاء ومبيهتموش,1,2026-04-19,,Negative,Other,Restaurant Selection,"User dissatisfied, mentions other"
افشل برنامج بالحياة اي مشكلة تصير عندك ماكو دعم حتى تحجي وياهم وتفتهم ولا ابو التوصيل يكدر يحجي وية الدعم,1,2026-04-19,13.50.1,Negative,Other,,"User dissatisfied, mentions other"
always wrong deliver and late,1,2026-04-19,13.50.0,Negative,Delivery Speed,,User frustrated with slow delivery times
"Horrendous support. On several occasions received wrong items and they refused to acknowledge the mistake or that items are wrong from their own talabat mart. On another occasion, missing items from a food order, processed and paid for through the app and support first said that there is no record of the order, and then claimed the restaurant is not picking up the phone to confirm.",1,2026-04-19,,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
good app sometimes they give good offer and discount 👍 I'm happy to use that 😊,5,2026-04-19,13.50.0,Positive,Delivery ETA Accuracy,Customer Support,User satisfied with the service
"Drivers take forever, food is almost always missing items that were promised on the app and customer service is more like sorry not our problem. would not recommend just get the restaurants number and call to order instead of using this garbage app. 0/5",1,2026-04-19,13.44.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"despite causing price inflammation,, they offered me talabat mart voucher but when i used it after fulfilling all conditions,, it gave me error because the voucher is not applicable on the items on my cart .. the downfall of talabat should be studied",1,2026-04-19,13.50.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
"Agents say, “We will unblock it,” but the management replies in a single email that they cannot unblock the account. They claim “suspicious activity,” but never explain what actually happened. How can placing a simple order be considered suspicious activity? This is nothing but incompetence and unprofessionalism from Talabat. There is nothing else to call it. Even when I log in from new information, they block it again. Completely foolish behavior.",1,2026-04-19,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
مش اول مرة اوردر يتكنسل و يقولو الفلوس هترجع فيزا و مبترجعش,1,2026-04-19,13.50.0,Neutral,Other,,User left general feedback without strong sentiment
"This has been the most unsatisfactory online shopping experience, marked by numerous cancellations and a complete lack of accessible customer service.",1,2026-04-19,13.50.0,Negative,Customer Support,,User unhappy with unresponsive customer support
فراخ معفنه مع الأسف باعتين فراخ قديمة مخزنة بشكل سيء وريحتها وحشه جدا، حسبي الله ونعم الوكيل,1,2026-04-19,13.50.0,Negative,Other,,"User dissatisfied, mentions other"
ييجيبو ألاوردرأت غلط,1,2026-04-19,13.50.0,Negative,Other,,"User dissatisfied, mentions other"
طلبات بقا ابلكيشن استغلالي و بقا محسسنا بفرض الإتاوة علي كل حاجه. دلوقتي بقا فى رسوم لو الاوردر اقل من ٩٠ جنيه و قبلها زودوا رسوم إدارية و كل ده غير مصاريف التوصيل المبالغ فيها بشكل مش طبيعي. و كل ده بقا كمان فوق سعر المنتجات اللي عاملينها اغلي من المنتج فى المحل نفسه بفرق كبير و واضح. بصراحة بقا اخر اخر اخر اخر اوبشن ممكن افكر فيه هو شركة طلبات.,1,2026-04-19,13.50.0,Negative,Other,Restaurant Selection,"User dissatisfied, mentions other"
نسى علبه الفول الطلبات جات من غيرها ودفعنا نفس الحساب,1,2026-04-19,13.42.1,Negative,Other,,"User dissatisfied, mentions other"
that the poss for this country but need to control some of the drivers attitude.,5,2026-04-19,13.50.0,Positive,Other,,User satisfied with the service
التأكيد من جودة ونضافة المطاعم التى توجد على الابليكشن,1,2026-04-19,13.50.0,Negative,Other,App UX / Navigation,"User dissatisfied, mentions other"
the prices are high,2,2026-04-19,13.50.0,Negative,Pricing / Promotions,,User dissatisfied with pricing or promo codes not working
very poor service always orders are late,1,2026-04-19,13.50.0,Negative,Delivery Speed,,User frustrated with slow delivery times
worst support ever after removing the live chat they leave u with ur complaint to go to hell and no phone to call or someone to reply this is totally unprofessional,1,2026-04-18,13.50.0,Negative,Customer Support,,User unhappy with unresponsive customer support
different types of service,5,2026-04-18,13.49.0,Positive,Customer Support,,User satisfied with the service
This app does a lot of bad things and I hate that but it does good deals answers kindly on messenger and come mostly on time and some people are angry saying that talabat keeps saying 5 mins then 10 mins well that's because how would talabat know what's happening in the streets what if their is a lot of cars what if their is a fight and if someone told you Ill give you 30 pounds to get me this you would say no if talabat raises delivery prices then I allow you to attack,4,2026-04-18,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
Keeta offers better,2,2026-04-18,13.48.2,Negative,Delivery ETA Accuracy,General Praise,User reports delivery arrived much later than estimated
"Super convenient and always on time. The service is a bit costly as Talabat adds a markup on actual grocery / food prices but it's the ultimate convenience, that's always available. I'd rate it 4.5 as there is always some some room for innovation or improvements.",4,2026-04-18,,Positive,Delivery ETA Accuracy,,User satisfied with the service
Worst customer service,1,2026-04-18,13.50.0,Negative,Customer Support,Order Accuracy,User unhappy with unresponsive customer support
Favorites 😍 Highly recommended!!,5,2026-04-18,13.50.0,Positive,Other,,User satisfied with the service
"Firstly, the delivery times on restaurant pages are not accurate. Also, claim times which must be based on delivery time, is not accurately calculated. So the countdown for your delivery and claims are not correct. Secondly, I am really disappointed on my last order. Rider waited for 10-15 mins around the restaurant, dont know what he is doing with the food.And I noticed my french fries is half, suspicious about the delivery service? Deleted my talabat account and will never use.Not recommended.",1,2026-04-18,13.50.0,Negative,Delivery Speed,,User frustrated with slow delivery times
Always on time! Always good! 🫠,5,2026-04-18,,Positive,Delivery ETA Accuracy,Pricing / Promotions,User satisfied with the service
easy and very fast service,5,2026-04-18,13.50.0,Positive,Delivery Speed,,User impressed with fast delivery service
سئ جدا جدا جدا جدا الطلب يتأخر كثيرا يصل بعد ساعتان ونص,1,2026-04-18,,Negative,Other,,"User dissatisfied, mentions other"
"Non of the drivers understand the new implemented, No Call, No Bell, Leave at front door. please do teach them that these options have been added, this is a failure on Managements behalf.",1,2026-04-18,13.50.0,Negative,Customer Support,,User unhappy with unresponsive customer support
talabat all down? mega mart and all stores are not showing any products,1,2026-04-18,13.50.0,Negative,Other,Order Accuracy,"User dissatisfied, mentions other"
اشتركت في طلبات pro على اساس ان التوصيل مجاني في طلبات مارت طول الوقت و ده كلامهم و لاني بطلب منهم باستمرار فاشتركت ..بقالي فترة كل ما اطلب من طلبات ملرت يحسبوا توصيل و كده ملهوش لازمة الاشتراك بياخدوا فلوس الاشتراك و معاها توصيل برده نصيحة محدش يشترك تعديل: كمان اوردر اتلغى و دفعته يالفيزا اخدوا الفلوس و مش بيرجعوها نصب اخر حاجة,5,2026-04-18,13.50.0,Positive,Other,,User satisfied with the service
very good service,4,2026-04-18,13.50.0,Positive,Customer Support,,User satisfied with the service
"very good till now , looking forward to be excellent",4,2026-04-18,13.50.0,Positive,General Praise,Customer Support,User highly satisfied with overall app experience
Delivery is very expensive even for 2 KM which has go be thought through,1,2026-04-18,13.50.0,Negative,Pricing / Promotions,Order Accuracy,User dissatisfied with pricing or promo codes not working
"Account blocked for no reason with no communication and customer services are just using generated responses non relevant to the topic. It's funny that i have contacted support many times, and every time, it almost gets the same response no matter what the issue is.",1,2026-04-18,13.38.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
تطبيق استغلال عيني عينك! الأسعار أغلى من المطعم نفسه، وكأنني أنا الذي أدفع عمولة التطبيق بدل المطعم، وفوقها أدفع رسوم خدمة ورسوم توصيل. تجربة سيئة جداً.,1,2026-04-18,13.50.0,Negative,Other,Restaurant Selection,"User dissatisfied, mentions other"
to much prices,1,2026-04-18,13.46.0,Negative,Pricing / Promotions,General Praise,User dissatisfied with pricing or promo codes not working
تطبيق سيء ، لا يوجد خط تواصل مع خدمة العملاء الا من خلال ال live chat اللي اصلا مش متوفرة ٢٤ ساعه كما هو مكتوب ولا اصلا متوفرة,1,2026-04-18,10.48.0,Negative,Customer Support,,User unhappy with unresponsive customer support
تطبيق رائع وتعامل اروع من افضل التطبيقات على الاطلاق 💗,5,2026-04-18,13.48.2,Positive,Other,Pricing / Promotions,User satisfied with the service
I love it,5,2026-04-18,13.50.1,Positive,General Praise,Payment Issues,User highly satisfied with overall app experience
too much good deals,5,2026-04-18,13.48.2,Positive,General Praise,,User highly satisfied with overall app experience
الدلفري كتير شويه,4,2026-04-17,13.49.0,Positive,Other,,User satisfied with the service
on time performance and gr8 service,5,2026-04-17,13.50.0,Neutral,Delivery ETA Accuracy,,User left mixed or neutral feedback
good service and fast,5,2026-04-17,13.49.0,Positive,Delivery Speed,,User impressed with fast delivery service
Great Value however sometimes some vouchers don't work when it's time for payment which has to be fixed!,5,2026-04-17,13.50.0,Positive,Delivery ETA Accuracy,App Crashes / Bugs,User satisfied with the service
نفس سعر المطعم يعني ضعف سعر المطعم 😅😂🤣,1,2026-04-17,13.50.0,Negative,Other,,"User dissatisfied, mentions other"
"90% of restaurants is under pro subscription, it became subscipe to eat",1,2026-04-17,13.49.0,Negative,Restaurant Selection,,"User dissatisfied, mentions restaurant selection"
don't support google pay,2,2026-04-17,13.50.0,Negative,Customer Support,Order Accuracy,User unhappy with unresponsive customer support
مقدرش اقول دايما وحشين ساعات الخدمة بتبقي ممتازة بس عدم وجود call center يستقبل مكالمات و شكاوي ده الصراحة حاجة تدايق يعني ايه هما يكلموني في الموبايل و انا معرفش أكلمهم الا عن طريق الشات !!!!!!!,5,2026-04-17,13.50.0,Positive,Customer Support,,User satisfied with the service
sometimes delivery eats food,3,2026-04-17,13.50.0,Neutral,Delivery ETA Accuracy,,User left mixed or neutral feedback
talabat is so good 😊😊😊,5,2026-04-17,13.48.2,Positive,General Praise,App Crashes / Bugs,User highly satisfied with overall app experience
good delivery within time,5,2026-04-17,13.50.0,Positive,Delivery ETA Accuracy,,User satisfied with the service
"Good application 👍 very nice , amazing application",5,2026-04-17,,Positive,App UX / Navigation,,User satisfied with the service
"I received a wrong Order from SubwayI even attached a picture showing it. Its been 5 days no follow up, no questions asked nothing at all. An agent called same day since he didn't speak English I requested for English agent and now 5 days no follow up. I wanted a refund cuz completely wrong order. But talabt didn't even bother to ask after that.",1,2026-04-17,13.48.2,Negative,Order Accuracy,,User received wrong or missing items in order
Need to update menu from several shop to the app,4,2026-04-17,13.50.0,Positive,App UX / Navigation,Order Accuracy,User satisfied with the service
"Worst ever customer experience, no one cares about the customer, have no control over anything",1,2026-04-17,,Negative,Other,Restaurant Selection,"User dissatisfied, mentions other"
كمستخدم جديد كلش عالمي,5,2026-04-17,13.49.0,Positive,Other,Order Accuracy,User satisfied with the service
"تجربة سيئة جدًا مع تطبيق طلبات. الأسعار مبالغ فيها بشكل غير منطقي، والضرائب والرسوم الإضافية مرتفعة للغاية. بالإضافة إلى ذلك، الطلبات غالبًا غير دقيقة وجودتها أقل من المتوقع. خدمة العملاء ضعيفة ولا تقدم حلول فعالة. لا أنصح باستخدام هذا التطبيق إطلاقًا. Very poor experience with the Talabat app. Prices are unreasonably high, with excessive taxes and extra fees. Orders are often inaccurate and the quality is below expectations. Customer service is weak and not helpful in resolving issues. I do not",1,2026-04-17,13.48.2,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
no real offers every price is ×2 it's like a scam (jordan) don't subscribe and don't install,1,2026-04-17,13.50.0,Negative,Pricing / Promotions,,User dissatisfied with pricing or promo codes not working
awesome experience thanks Talabat 💖,5,2026-04-16,13.50.0,Positive,General Praise,,User highly satisfied with overall app experience
good and quality product Thank you,5,2026-04-16,13.49.0,Positive,General Praise,Order Accuracy,User highly satisfied with overall app experience
رمز الدعوة كذب مينطي خصم ورمز الي تاخذهم من خارج التطبيق كلهم لا يعملون كل اعلانتهم كذب شفت الاعلانات وردت اجربة خدمة العملاء سيئة ميردون بس يدزون رسالة و بعد ميردون و ميحلون المشكلة تطبيق طعام عادي ماكو خصومات تميزهم عن غيرهم,1,2026-04-16,13.50.0,Negative,Other,,"User dissatisfied, mentions other"
The worst customer service ever.,1,2026-04-16,,Negative,Customer Support,Payment Issues,User unhappy with unresponsive customer support
"very bad experience, i ordered an order and arrived wrong one instead of correction after one hour , they cancelled the order .",1,2026-04-16,13.40.0,Negative,Delivery Speed,,User frustrated with slow delivery times
so yummy and delicious,5,2026-04-16,13.50.0,Positive,Other,,User satisfied with the service
Sometimes the amount is deducted from credit/debit card and the order is not placed which is very annoying. With no customer service to solve the problem! We need real people to talk to in such case instead of the hassle of calling the bank everytime this problem occurs,1,2026-04-16,13.49.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
I try Vodafone cash receipts but not working,1,2026-04-16,13.48.2,Negative,Payment Issues,App Crashes / Bugs,User encountered problems with payment processing
"worse nightmare food delivery in the history of my life,we ordered twice waiting for 40mins 3mins prior i recieve a notification that my order was cancel,never ever again talabat.unistall",1,2026-04-16,13.49.0,Negative,Delivery Speed,,User frustrated with slow delivery times
Im so happy with your delivery service 😍😍☺,5,2026-04-16,13.49.0,Positive,App UX / Navigation,Restaurant Selection,User satisfied with the service
u pay them more than 50% of the whole order as service. aside from increasing the products prices with 20to30% of the original price. no proper customer service. i will use the app to view restaurants and will call them directly away from the app to get better prices and service.,1,2026-04-16,13.49.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
nice and discounted,5,2026-04-16,13.46.0,Positive,Pricing / Promotions,,User satisfied with the service
نصب واحتيال عند عروض الأشتراك ب Talabat Pro يوهمك بأنه مشمول من قيمة الطلب من المطعم اذا زودت القيمة قليل ولكن بالحقيقة يحسب مبلغ مختلف بخلاف المكتوب لك على الشاشة ولايمكن التواصل مع الدعم الفني الا عند الطلب من أي مطعم أولًا، وثم يقولك أنت استفدت من الخدمة مانقدر نلغي ونعوضك.... طيب كيف كنت راح أوصلكم اذا مو سامحين بأي وسيلة تواصل؟!,1,2026-04-16,13.50.0,Negative,Other,Customer Support,"User dissatisfied, mentions other"
نصبو عليا في 365 جنيه و مش راضيين يرجعوها عشان مشكله عندهم في السستم بينهم و بين المطعم,1,2026-04-16,10.8.1,Negative,Other,,"User dissatisfied, mentions other"
اسعارهم اعلى من السعر الأساسي بكتير,1,2026-04-16,13.48.2,Negative,Other,,"User dissatisfied, mentions other"
uhh it orders food that's yummy anddd that's all,5,2026-04-16,13.49.0,Positive,Order Accuracy,Payment Issues,User satisfied with the service
"my favourite app , partner , all the time",5,2026-04-16,,Positive,Delivery ETA Accuracy,,User satisfied with the service
"really easy to use and fast delivery only thing refunds are slow and sometimes missing items and there's everything you need medicine,milk bread and even makeup its a really good store you don't have to walk to the store at all just add your item and deliver!",5,2026-04-15,13.49.0,Positive,Delivery Speed,,User impressed with fast delivery service
"Very poor service from Talabat. We are still waiting for a refund for an order placed on 08 April 2026. They assured us that the amount would be returned the next day, but even now, we have not received it. What’s more frustrating is that they are not responding to our follow-up attempts. This kind of approach towards customers is completely unacceptable.",1,2026-04-15,,Negative,Delivery Speed,,User frustrated with slow delivery times
اريد أن أوضح أن مؤخرا يتم استخدام سائقى delivery حرامية خاصة إذا طريقة الدفع فيزا او دفع مسبق حصل معى هذا الموقف فى محافظة الإسكندرية مصر فى أبريل ٢٠٢٦ ضرورى يكون فيه طريقة تتاكدوا بيها من سائقى delivery و متابعة الشكاوى بشكل أفضل شكرا جزيلا,1,2026-04-15,13.49.0,Negative,Other,,"User dissatisfied, mentions other"
حرامية بيسحبوا الفلوس وبس لا فيه اوردر جه ولا فيه refund,1,2026-04-15,13.48.2,Negative,Customer Support,Delivery Speed,User unhappy with unresponsive customer support
Alhamdulillah easy app and amazing experience thank youuu!,5,2026-04-15,13.46.0,Positive,App UX / Navigation,Other,User satisfied with the service
when i made a refund bec of wrong order and returned my item they hasn't returned my money and j prob called them more then 10 times for them to give my refund by cash but they kept closing my case for four days straight untill I gave up and made it as talabat money I really hate the help service!,1,2026-04-15,13.35.0,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
make sure to check the orders properly before u deliver it.its been 4th times i havent get my spaghetti this time if not complete i will not take my order from the delivery,1,2026-04-15,13.49.0,Negative,Delivery ETA Accuracy,Customer Support,User reports delivery arrived much later than estimated
Much more price than the restaurant No real pro discounts Service fees applied onall orders make the free delivery is useless Zero customer support,1,2026-04-15,13.49.0,Negative,App UX / Navigation,,"User dissatisfied, mentions app ux / navigation"
البرنامج كويس لكن بصراحة الاسعار مبالغ فيها بطريقة بشعة. رسوم خدمة من العميل ومن المطعم بتخلى السعر النهائي مبالغ فيه جدا .,3,2026-04-15,,Neutral,Other,,User left general feedback without strong sentiment
"This is the worst delivery service I’ve ever experienced, and I strongly do not recommend it. They have no office in the UAE, which makes accountability very limited. Several of my items were canceled, yet they refused to reimburse me, claiming the cancellations were not in their system. I also received orders with missing items, and again they declined refunds for the same reason. Their system issues should not be the customer’s responsibility, especially after payment has been taken.",1,2026-04-15,13.49.0,Negative,Order Accuracy,,User received wrong or missing items in order
ليه رسوم الخدمه 5 % دا شئ مش مفهوم طب ما انا أطلب من المطعم بعد.كدا احسن,3,2026-04-15,13.48.2,Neutral,Other,,User left general feedback without strong sentiment
Fast service high qt app very easy and fast.,5,2026-04-15,13.48.2,Positive,Delivery Speed,,User impressed with fast delivery service
"Talabat is the only delivery app I need in the UAE.food delivery is consistently fast,20-25minutes,and the restaurant choice is huge 🥰",5,2026-04-15,,Positive,Delivery Speed,,User impressed with fast delivery service
Always best services,5,2026-04-15,13.49.0,Positive,Customer Support,,User satisfied with the service
best for ever,5,2026-04-15,13.48.0,Positive,General Praise,,User highly satisfied with overall app experience
Talabat is very reliable app for both delivery and grocery shopping.it saves a lot of time especially for urgent itmes.,5,2026-04-15,,Positive,Delivery ETA Accuracy,App UX / Navigation,User satisfied with the service
سيئ جدا، وتجربة غير مرضية على الاطلاق، تفاجأت بخصم مبلغ 29 درهم من حسابي دون أي موافقة مسبقة مني أو حتى إشعار واضح قبل عملية الخصم، وكل ما وصلني كان رسالة بريد إلكتروني تفيد بالشكر على الاشتراك. قمت بالتواصل مع خدمة العملاء للاعتراض، ولكن للأسف لم أتلقَ أي رد حتى الآن، وهذا يعكس ضعفًا في الشفافية وخدمة العملاء,1,2026-04-15,,Negative,Other,App Crashes / Bugs,"User dissatisfied, mentions other"
the new automated help center is awful!,1,2026-04-15,13.48.2,Negative,Customer Support,,User unhappy with unresponsive customer support
اسوء خدمه واسوء اداره واسوء ابلكيشن,1,2026-04-15,13.48.2,Negative,Other,Customer Support,"User dissatisfied, mentions other"
المندوب اخد الفلوس ومشي وبقالهم شهر مش عارفين يحلوا المشكله غير الاكل اللي بيجي بايظ,1,2026-04-15,,Negative,Other,General Praise,"User dissatisfied, mentions other"
A refund has been issued to items not delivered and withdrawn back right away!! in addition to bringing rotten food and charging a lot for it as under the label of organic food!! Talabat is such a scam!!,1,2026-04-15,13.48.2,Negative,Order Accuracy,App Crashes / Bugs,User received wrong or missing items in order
it's the best app to order food and items,5,2026-04-15,13.47.0,Positive,App UX / Navigation,Order Accuracy,User satisfied with the service
"Talabat ""blocked"" my profile for no clear reason. I've literally been a ""model customer"", tipping the drivers and kind to them and all, rarely ask for refunds even when sometimes things are not exactly like I asked. I was super shocked today, after I ordered a meal, I went to order some groceries and it said I've 🙃 been blocked!!",1,2026-04-15,,Negative,Delivery ETA Accuracy,,User reports delivery arrived much later than estimated
Frequent Order cancelation after making wait for 2-2 hours and giving worthless vouchers has become recurring trick of Talabat deliveries. it's high time they need to upgrade their staff and services both.,1,2026-04-15,13.48.2,Negative,Delivery Speed,,User frustrated with slow delivery times
good service and tasty,5,2026-04-15,13.48.2,Positive,Customer Support,,User satisfied with the service
